Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
216,"WANTED BURGLARY: On 4/17/22 @ 2:05 AM, vicinity of 37 Ave &amp; 73 St the individual forcibly entered a multi-unit residential building &amp; removed packages @NYPD115PCT Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5i6ws Reward up to $3,500 https://t.co/HbDg9WcAnk",1517379532667252737,312,2022-04-22 05:47:26+00:00,Twitter Web App,13,11,wanted burglary on am vicinity of ave amp st the individual forcibly entered a multiunit residential building amp removed packages any info call us at tips or anonymously post a tip on our website reward up to,wanted burglary vicinity ave amp individual forcibly entered multiunit residential building amp removed packages info call tips anonymously post tip website reward,['Unknown'],Unknown,property_crime,moderate
217,"WANTED FORCIBLE TOUCHING: On 4/21/22 @ 11:47 AM, inside New Utrecht Ave subway station the individual approached a 17 year-old victim touching the victims thigh @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/Pef7B3je04",1517378307209244672,302,2022-04-22 05:42:34+00:00,Twitter Web App,10,12,wanted forcible touching on am inside new utrecht ave subway station the individual approached a yearold victim touching the victims thigh any info call us at tips or post a tip on our website reward up to,wanted forcible touching inside new utrecht ave subway station individual approached yearold victim touching victims thigh info call tips post tip website reward,['Unknown'],Unknown,other,unknown
218,"WANTED for RECKLESS ENDANGERMENT: On 3/31/22 @ 6:37 PM, vicinity of Fulton St &amp; Warwick St the individual discharged a firearm causing risk to individuals @NYPD75PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/S9cO5xFpl8",1517376534251806723,300,2022-04-22 05:35:31+00:00,Twitter Web App,8,10,wanted for reckless endangerment on pm vicinity of fulton st amp warwick st the individual discharged a firearm causing risk to individuals any info call us at tips or post a tip on our website reward up to,wanted reckless endangerment vicinity fulton amp warwick individual discharged firearm causing risk individuals info call tips post tip website reward,['Unknown'],Unknown,other,unknown
219,"Just posted a photo @ Manhattan, New York https://t.co/3Mvm5TT3nA",1517039752553373699,65,2022-04-21 07:17:16+00:00,Instagram,8,9,just posted a photo manhattan new york,posted photo manhattan new york,['Manhattan'],Manhattan,other,unknown
220,"🚨WANTED for RECKLESS ENDANGERMENT: On 4/17/22, front of 411 Beach 54 St @NYPD101PCT Queens. One of the suspects fired a gun at a group of individuals then passed the gun to the other suspect.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/lK7G8WbIDf",1516968697956601857,303,2022-04-21 02:34:56+00:00,Twitter Web App,29,27,wanted for reckless endangerment on front of beach st queens one of the suspects fired a gun at a group of individuals then passed the gun to the other suspect any info call us at tips or go to reward up to,wanted reckless endangerment front beach queens one suspects fired gun group individuals passed gun suspect info call tips reward,['Queens'],Queens,violent_crime,high
221,***ADDITIONAL IMAGES*** https://t.co/pLuWqkImz6,1516935372269305857,47,2022-04-21 00:22:30+00:00,Twitter Web App,8,6,additional images,additional images,['Unknown'],Unknown,other,unknown
222,"🚨WANTED Att. ASSAULT PATTERN: 4/14 &amp; 4/19/22, vicinity of 54-22 Beach Channel Dr. &amp; 310 Beach 54 St @NYPD101PCT Queens.  The suspects shoot into crowds with no reported injuries.  Any info call us at 800-577-TIPS or use our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/amxui5uSkd",1516935366791602177,310,2022-04-21 00:22:29+00:00,Twitter Web App,15,19,wanted att assault pattern amp vicinity of beach channel dr amp beach st queens the suspects shoot into crowds with no reported injuries any info call us at tips or use our website reward up to,wanted att assault pattern amp vicinity beach channel amp beach queens suspects shoot crowds reported injuries info call tips use website reward,['Queens'],Queens,violent_crime,high
223,***ADDITIONAL IMAGE*** https://t.co/1uVg0vN4Kq,1516933108100214786,46,2022-04-21 00:13:30+00:00,Twitter Web App,8,7,additional image,additional image,['Unknown'],Unknown,other,unknown
224,"🚨WANTED-HOMICIDE: 4/16/22 at approx. 9:53 PM, front of 117-09 Guy r Brewer Blvd @NYPD113PCT Queens.  Two suspects shot into a group of males striking a 48 year-old male victim in the head.  Any info, call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/W2HXdQageL",1516933103301935111,302,2022-04-21 00:13:29+00:00,Twitter Web App,33,33,wantedhomicide at approx pm front of guy r brewer blvd queens two suspects shot into a group of males striking a yearold male victim in the head any info call us at tips or go to reward up to,wantedhomicide approx front guy brewer blvd queens two suspects shot group males striking yearold male victim head info call tips reward,['Queens'],Queens,violent_crime,high
225,"🚨Isaiah Metz 22 years of age was arrested for Assaulting a Police Officer that occurred On Tuesday April 19, 2022 at Approx. 4:15 A.M, inside of a shelter located at 257 West 30 St.  #yourcityyourcall https://t.co/2MHePOHkza",1516668962267967492,224,2022-04-20 06:43:53+00:00,Instagram,16,8,isaiah metz years of age was arrested for assaulting a police officer that occurred on tuesday april at approx am inside of a shelter located at west st yourcityyourcall,isaiah metz years age arrested assaulting police officer occurred tuesday april approx inside shelter located west yourcityyourcall,['Unknown'],Unknown,violent_crime,high
226,"Just posted a photo @ Brooklyn, New York https://t.co/f7tU4dD3DP",1516664754244231170,64,2022-04-20 06:27:10+00:00,Instagram,7,4,just posted a photo brooklyn new york,posted photo brooklyn new york,['Brooklyn'],Brooklyn,other,unknown
227,🚨WANTED🚨for an Assault in the vicinity of E183 St &amp; Crotona Ave #thebronx @NYPD48Pct on 4/19/22@ 11:24A.M individuals inside of a stolen Honda Accord with NY plate KSE-3564 shot the victim in the leg.💰Reward up to $3500 Know them?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/BGrhZERNII,1516657283949907972,303,2022-04-20 05:57:29+00:00,Twitter Web App,41,34,wantedfor an assault in the vicinity of e st amp crotona ave thebronx on am individuals inside of a stolen honda accord with ny plate kse shot the victim in the legreward up to know themcall tips calls are confidential,wantedfor assault vicinity amp crotona ave thebronx individuals inside stolen honda accord plate kse shot victim legreward know themcall tips calls confidential,['Bronx'],Bronx,violent_crime,high
228,🚨WANTED🚨for Public Lewdness ‘6’🚆traveling from the Parkchester Ave station #thebronx @NYPD45Pct on 4/12/22@ 1:15A.M the individual exposed his penis and began to masturbate in front of the victim.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vOhLDSYlsv,1516653822868926467,300,2022-04-20 05:43:44+00:00,Twitter Web App,55,46,wantedfor public lewdness traveling from the parkchester ave station thebronx on am the individual exposed his penis and began to masturbate in front of the victimreward up to know who he iscall tips calls are confidential,wantedfor public lewdness traveling parkchester ave station thebronx individual exposed penis began masturbate front victimreward know iscall tips calls confidential,['Bronx'],Bronx,other,unknown
229,🚨WANTED🚨for an Assault in the vicinity of Beverley Rd and E16th St #Brooklyn @NYPD70Pct on 4/19/22@ 6:05A.M The individual pushed the victim &amp; slashed him in the face multiple times with a knife.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/JQuhLD8Q2N,1516651971255705607,303,2022-04-20 05:36:22+00:00,Twitter Web App,27,31,wantedfor an assault in the vicinity of beverley rd and eth st brooklyn on am the individual pushed the victim amp slashed him in the face multiple times with a knifereward up to know who he iscall tips calls are confidential,wantedfor assault vicinity beverley eth brooklyn individual pushed victim amp slashed face multiple times knifereward know iscall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
230,🚨WANTED🚨for an Assault in front of 194-05 Linden Blvd #Queens @NYPD113Pct on 4/19/22@ 12:30P.M two unidentified males with handguns exchanged gunfire💰Reward up to $3500 Know who they are?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/tbl2TW8BHD,1516650199728414724,256,2022-04-20 05:29:20+00:00,Twitter Web App,104,68,wantedfor an assault in front of linden blvd queens on pm two unidentified males with handguns exchanged gunfirereward up to know who they arecall tips calls are confidential,wantedfor assault front linden blvd queens two unidentified males handguns exchanged gunfirereward know arecall tips calls confidential,['Queens'],Queens,violent_crime,high
231,🚨WANTED🚨for a Robbery inside of 176 Albany Ave #Brooklyn @NYPD77Pct on 4/7/22@ 1:40A.M The individual att. to leave the store with beer without paying slashing the store clerk in the face &amp; fled.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/zv2IYmiwIB,1516648444915601412,303,2022-04-20 05:22:21+00:00,Twitter Web App,21,23,wantedfor a robbery inside of albany ave brooklyn on am the individual att to leave the store with beer without paying slashing the store clerk in the face amp fledreward up to know who he iscall tips calls are confidential,wantedfor robbery inside albany ave brooklyn individual att leave store beer without paying slashing store clerk face amp fledreward know iscall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
232,"🚨WANTED-ASSAULT On 4/10/22 at approx. 8:15 PM, front of 79 Market St @NYPD5PCT Manhattan.  The suspect pushed a 68 year-old male victim from behind causing him to fall, &amp; sustain an injury. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/b6W62RI2tq",1516641710922768387,307,2022-04-20 04:55:36+00:00,Twitter Web App,24,32,wantedassault on at approx pm front of market st manhattan the suspect pushed a yearold male victim from behind causing him to fall amp sustain an injury any info call us at tips or go to reward up to,wantedassault approx front market manhattan suspect pushed yearold male victim behind causing fall amp sustain injury info call tips reward,['Manhattan'],Manhattan,violent_crime,high
233,"🚨WANTED🚨for a Burglary @ 222 Hoyt St #Brooklyn @NYPD76pct on 4/2/22@ 4:46A.M The individual entered Brooklyn Taste &amp; Deli, by throwing a rock through the glass &amp; taking tobacco products.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2F51SFBdqc",1516640642788646913,298,2022-04-20 04:51:21+00:00,Twitter Web App,23,22,wantedfor a burglary hoyt st brooklyn on am the individual entered brooklyn taste amp deli by throwing a rock through the glass amp taking tobacco productsreward up to know who he iscall tips calls are confidential,wantedfor burglary hoyt brooklyn individual entered brooklyn taste amp deli throwing rock glass amp taking tobacco productsreward know iscall tips calls confidential,['Brooklyn'],Brooklyn,property_crime,moderate
234,"🚨WANTED-BURGLARY: 4/17/22 at approx. 11:30 PM, vicinity of Fresh Pond Rd &amp; 71 St @NYPD104PCT Queens.  The suspect unlawfully opened mailboxes &amp; took its contents from a residential bldg.  Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/8ndRofweCu",1516640151249821696,309,2022-04-20 04:49:24+00:00,Twitter Web App,9,8,wantedburglary at approx pm vicinity of fresh pond rd amp st queens the suspect unlawfully opened mailboxes amp took its contents from a residential bldg any info call us at tips or go to reward up to,wantedburglary approx vicinity fresh pond amp queens suspect unlawfully opened mailboxes amp took contents residential bldg info call tips reward,['Queens'],Queens,property_crime,moderate
235,"🚨WANTED for GRAND LARCENY: On 3/19/22 at approx. 3AM, @NYPD13PCT Manhattan.  The suspect snatched a 38 year-old male victim's phone &amp; chain.  Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/Vaoalo9ZsE",1516638680907194373,290,2022-04-20 04:43:33+00:00,Twitter Web App,44,43,wanted for grand larceny on at approx am manhattan the suspect snatched a yearold male victims phone amp chain any info call us at tips or anonymously post a tip on our website reward up to,wanted grand larceny approx manhattan suspect snatched yearold male victims phone amp chain info call tips anonymously post tip website reward,['Manhattan'],Manhattan,property_crime,moderate
236,***ADDITIONAL IMAGE*** https://t.co/fNtFZ9XC0J,1516637386901491718,46,2022-04-20 04:38:25+00:00,Twitter Web App,8,9,additional image,additional image,['Unknown'],Unknown,other,unknown
237,"🚨WANTED for BURGLARY: On 3/14/22 at approx. 6:10 PM, inside 610 Exterior St  @NYPD44PCT Bronx.  The suspects unlawfully entered a commercial parking garage &amp; stole a red 2021 Honda CRV.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/1Ml26ge4NS",1516637382724001792,303,2022-04-20 04:38:24+00:00,Twitter Web App,10,11,wanted for burglary on at approx pm inside exterior st bronx the suspects unlawfully entered a commercial parking garage amp stole a red honda crv any info call us at tips or go to reward up to,wanted burglary approx inside exterior bronx suspects unlawfully entered commercial parking garage amp stole red honda crv info call tips reward,['Bronx'],Bronx,property_crime,moderate
238,"🚨WANTED-ROBBERY: 3/22/22, approx. 11:45 PM, at 5100 Avenue U @NYPD63PCT Brooklyn. The suspect displayed a gun handle to the clerk at the Gateway Newsstand &amp; removed cash from the register. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hJDs04BmVS",1516635959361687553,304,2022-04-20 04:32:45+00:00,Twitter Web App,25,22,wantedrobbery approx pm at avenue u brooklyn the suspect displayed a gun handle to the clerk at the gateway newsstand amp removed cash from the register any info call us at tips or go to reward up to,wantedrobbery approx avenue brooklyn suspect displayed gun handle clerk gateway newsstand amp removed cash register info call tips reward,['Brooklyn'],Brooklyn,violent_crime,high
239,"***ADDITIONAL IMAGE***                                               
 Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/jfm80CXxok",1516631949632323596,215,2022-04-20 04:16:49+00:00,Twitter Web App,22,18,additional image any info call us at tips or anonymously post a tip on our website reward up to,additional image info call tips anonymously post tip website reward,['Unknown'],Unknown,other,unknown
240,"🚨WANTED for ROBBERY: On 4/18/22 at approx. 6PM, inside W 34 St Herald Sq Station @NYPDMTS Manhattan.  The suspect knocked a phone out of a 33 year-old female victim's hand, &amp; then stabbed a good Samaritan in the leg.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/cHI4DAG9iR",1516631945853218824,300,2022-04-20 04:16:48+00:00,Twitter Web App,137,114,wanted for robbery on at approx pm inside w st herald sq station manhattan the suspect knocked a phone out of a yearold female victims hand amp then stabbed a good samaritan in the leg any info call us at tips reward up to,wanted robbery approx inside herald station manhattan suspect knocked phone yearold female victims hand amp stabbed good samaritan leg info call tips reward,['Manhattan'],Manhattan,violent_crime,high
241,🚨WANTED🚨for Public Lewdness while onboard a southbound 7 train traveling toward the 74th &amp; Broadway subway station #jacksonheights #queens On 03/26/22 @ 12:10 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/6Abosgq0Kt,1516274696202948609,306,2022-04-19 04:37:13+00:00,Twitter for iPad,26,18,wantedfor public lewdness while onboard a southbound train traveling toward the th amp broadway subway station jacksonheights queens on pm reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor public lewdness onboard southbound train traveling toward amp broadway subway station jacksonheights queens reward seen know call tips calls confidential yourcityyourcall,['Queens'],Queens,other,unknown
242,🚨WANTED🚨for an Attempted Criminal Sex Act in the vicinity of Grand Army Plaza #brooklyn On 04/17/22 @ 12:15 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/uirqX3dL6d,1516272135274221568,251,2022-04-19 04:27:02+00:00,Twitter for iPad,33,25,wantedfor an attempted criminal sex act in the vicinity of grand army plaza brooklyn on pm reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor attempted criminal sex act vicinity grand army plaza brooklyn reward seen know call tips calls confidential yourcityyourcall,['Brooklyn'],Brooklyn,other,unknown
243,🚨WANTED🚨for a Burglary inside 87 Rivington Street via an adjacent residential space #lowereastside #manhattan On 03/20/22 @ 2:53 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/yujLZ8DFGh,1516269498835288068,272,2022-04-19 04:16:34+00:00,Twitter for iPad,35,18,wantedfor a burglary inside rivington street via an adjacent residential space lowereastside manhattan on pm reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor burglary inside rivington street via adjacent residential space lowereastside manhattan reward seen know call tips calls confidential yourcityyourcall,['Manhattan'],Manhattan,property_crime,moderate
244,￼WANTED￼for a Robbery in the vicinity of Valentine Avenue and East Burnside Avenue #fordham #bronx On 4/14/22 @ 5:45 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/iyFw1Ax56Y,1516267153363808262,264,2022-04-19 04:07:14+00:00,Twitter for iPad,53,55,wantedfor a robbery in the vicinity of valentine avenue and east burnside avenue fordham bronx on pm reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor robbery vicinity valentine avenue east burnside avenue fordham bronx reward seen know call tips calls confidential yourcityyourcall,['Bronx'],Bronx,violent_crime,high
245,"🚨WANTED for an ASSAULT: On 4/16/22 at approx. 3:28 PM, on the BX12 at Bartow &amp; Edson Ave @NYPD47PCT Bronx.  The suspect spit at &amp; punched a 79 year-old male victim.  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e. Reward UP to $3,500 https://t.co/ONH76MYo69",1516247003054977026,298,2022-04-19 02:47:10+00:00,Twitter Web App,21,17,wanted for an assault on at approx pm on the bx at bartow amp edson ave bronx the suspect spit at amp punched a yearold male victim any info call tips or anonymously post a tip to reward up to,wanted assault approx bartow amp edson ave bronx suspect spit amp punched yearold male victim info call tips anonymously post tip reward,['Bronx'],Bronx,violent_crime,high
246,"🚨WANTED-BURGLARY: On 4/7/22 at approx. 4AM in the vicinity of George St &amp; Cypress Ave @NYPD104PCT Queens.  The suspect forcibly entered a residential bldg. &amp; removed property  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e  Reward UP to $3,500 https://t.co/mvFlWpCqGd",1516245400910450692,308,2022-04-19 02:40:48+00:00,Twitter Web App,13,13,wantedburglary on at approx am in the vicinity of george st amp cypress ave queens the suspect forcibly entered a residential bldg amp removed property any info call tips or anonymously post a tip to reward up to,wantedburglary approx vicinity george amp cypress ave queens suspect forcibly entered residential bldg amp removed property info call tips anonymously post tip reward,['Queens'],Queens,property_crime,moderate
247,"WANTED for FORCIBLE TOUCHING: On 4/14/22 @ 11:20 AM, on N/B D line inside the 25 Ave station the unidentified individual approached a female victim &amp; grabbed her buttocks @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/Zx8NUG1s8Q",1515874532569096202,295,2022-04-18 02:07:06+00:00,Twitter Web App,38,30,wanted for forcible touching on am on nb d line inside the ave station the unidentified individual approached a female victim amp grabbed her buttocks any info call us at tips or post a tip on our website,wanted forcible touching line inside ave station unidentified individual approached female victim amp grabbed buttocks info call tips post tip website,['Unknown'],Unknown,other,unknown
248,"🚨WANTED-RECKLESS ENDANGERMENT: 4/13/22 at approx. 4:10 AM, vicinity of 115 Ave &amp; 221 St @NYPD105PCT Queens.  The suspect shot a gun in the driveway of a private residence.  Any info call us at 800-577-TIPS or anonymously post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/V8mAQ1bbfs",1515856908720214017,307,2022-04-18 00:57:04+00:00,Twitter Web App,53,57,wantedreckless endangerment at approx am vicinity of ave amp st queens the suspect shot a gun in the driveway of a private residence any info call us at tips or anonymously post a tip to reward up to,wantedreckless endangerment approx vicinity ave amp queens suspect shot gun driveway private residence info call tips anonymously post tip reward,['Queens'],Queens,violent_crime,high
249,"🚨WANTED-ROBBERY: On 4/15/22 at approx. 12:05 AM, vicinity of Grand Concourse &amp; E 156 St @NYPD44PCT Bronx.  The suspects simulated a gun &amp; took an 18 year-old male victim's property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hwz91O9COk",1515855341782814726,309,2022-04-18 00:50:51+00:00,Twitter Web App,8,12,wantedrobbery on at approx am vicinity of grand concourse amp e st bronx the suspects simulated a gun amp took an yearold male victims property any info call us at tips or post a tip to reward up to,wantedrobbery approx vicinity grand concourse amp bronx suspects simulated gun amp took yearold male victims property info call tips post tip reward,['Bronx'],Bronx,violent_crime,high
250,"🚨WANTED🚨for an ASSAULT inside of 145 E. 149 St. #Bronx @NYPD44Pct   on 3/10/22@ 11:50 PM, individuals displayed a knife and slashed victim.  💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bFnkNF3JHE",1515581162248364035,247,2022-04-17 06:41:21+00:00,Twitter for iPad,8,16,wantedfor an assault inside of e st bronx on pm individuals displayed a knife and slashed victim reward up to know who they arecall tips calls are confidential,wantedfor assault inside bronx individuals displayed knife slashed victim reward know arecall tips calls confidential,['Bronx'],Bronx,violent_crime,high
251,"WANTED CITY WIDE ROBBERY PATTERN During the Month of March and April, Multiple locations, Individuals displayed a firearm and removed property from victims. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/i5qu99OJuJ",1515575159373148160,263,2022-04-17 06:17:30+00:00,Twitter for iPad,22,23,wanted city wide robbery pattern during the month of march and april multiple locations individuals displayed a firearm and removed property from victims reward up to know who they arecall tips calls are confidential,wanted city wide robbery pattern month march april multiple locations individuals displayed firearm removed property victims reward know arecall tips calls confidential,['Unknown'],Unknown,violent_crime,high
252,"🚨WANTED🚨for an ASSAULT in the vicinity of W. 44 St. &amp; 9 Ave. #Manhattan @NYPDMTN  on 4/15/22 @ 12:15 AM, individual stabbed the victim and made anti-nationality remarks.  💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/We1XsSOidY",1515557747747700744,278,2022-04-17 05:08:19+00:00,Twitter for iPad,23,26,wantedfor an assault in the vicinity of w st amp ave manhattan on am individual stabbed the victim and made antinationality remarks reward up to know who he iscall tips calls are confidential,wantedfor assault vicinity amp ave manhattan individual stabbed victim made antinationality remarks reward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
253,WANTED for ROBBERY inside the bus terminal @ Broadway &amp; 74 St.  #Queens  @NYPD110Pct  on 3/28/22 @ 11:30 PM individuals punched kicked  victim and removed property. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/k9JrtHKXjq,1515556772244824064,275,2022-04-17 05:04:26+00:00,Twitter for iPad,24,21,wanted for robbery inside the bus terminal broadway amp st queens on pm individuals punched kicked victim and removed property reward up to know who they arecall tips calls are confidential,wanted robbery inside bus terminal broadway amp queens individuals punched kicked victim removed property reward know arecall tips calls confidential,['Queens'],Queens,violent_crime,high
254,"WANTED for ROBBERY inside the Roosevelt Ave “E” train station, #Queens  @NYPD110Pct  @NYPDTransit on 4/14/22@ 11:50 PM individuals punched kicked and struck victim with his cane. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/N0f671KN6B",1515306631894114307,285,2022-04-16 12:30:28+00:00,Twitter for iPad,21,23,wanted for robbery inside the roosevelt ave e train station queens on pm individuals punched kicked and struck victim with his cane reward up to know who they arecall tips calls are confidential,wanted robbery inside roosevelt ave train station queens individuals punched kicked struck victim cane reward know arecall tips calls confidential,['Queens'],Queens,violent_crime,high
255,"🚨WANTED🚨for an ASSAULT in front of 3214 Ave, #Bronx @NYPD42Pct  on 4/8/22@ 11:35 PM, individuals discharged a firearm striking 18 year old victim on the arm. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uk8jf2TLj5",1515305594974048260,264,2022-04-16 12:26:21+00:00,Twitter for iPad,10,15,wantedfor an assault in front of ave bronx on pm individuals discharged a firearm striking year old victim on the arm reward up to know who they arecall tips calls are confidential,wantedfor assault front ave bronx individuals discharged firearm striking year old victim arm reward know arecall tips calls confidential,['Bronx'],Bronx,violent_crime,high
256,"WANTED for ROBBERY on the mezzanine of 116 St train station,  #Manhattan @NYPD25Pct @NYPDTransit on 4/14/22@ 4:55 PM individuals punched victim in face and removed chain. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2Px2VF6QwL",1515304245750386694,277,2022-04-16 12:20:59+00:00,Twitter for iPad,22,37,wanted for robbery on the mezzanine of st train station manhattan on pm individuals punched victim in face and removed chain reward up to know who they arecall tips calls are confidential,wanted robbery mezzanine train station manhattan individuals punched victim face removed chain reward know arecall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
257,"🚨WANTED🚨for Forcible Touching on a S/B “E’ train, @NYPDMTN  @NYPDTransit on 4/7/22 @ 7 A.M., individual approached victim, touched and slapped her butt.  Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/IGhhuqU9iz",1515301867969990657,294,2022-04-16 12:11:32+00:00,Twitter for iPad,10,13,wantedfor forcible touching on a sb e train on am individual approached victim touched and slapped her butt reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor forcible touching train individual approached victim touched slapped butt reward seen know call tips calls confidential yourcityyourcall,['Unknown'],Unknown,other,unknown
258,"WANTED ATTEMPTED ROBBERY  vicinity of Sheridan Ave &amp; E. 168 St.  #Bronx @NYPD44pct on 4/12/22@ 4:25 PM individuals approached victim, displayed firearm,fired one gunshot towards  fleeing vehicle.  💰Reward up to $3500 Know who they are? Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/4MSfVboQgq",1515300354254118914,307,2022-04-16 12:05:32+00:00,Twitter for iPad,16,26,wanted attempted robbery vicinity of sheridan ave amp e st bronx on pm individuals approached victim displayed firearmfired one gunshot towards fleeing vehicle reward up to know who they are call tips calls are confidential,wanted attempted robbery vicinity sheridan ave amp bronx individuals approached victim displayed firearmfired one gunshot towards fleeing vehicle reward know call tips calls confidential,['Bronx'],Bronx,violent_crime,high
259,🚨WANTED🚨ROBBERY at 1950 Cross Bronx Expwy #Bronx @NYPD43pct on 4/9/22@ 8:20 PM individuals entered the location and displayed a firearm.  Suspects removed $800 and fled in a gray SUV.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/6RXqSVJnEc,1515297489993277443,289,2022-04-16 11:54:09+00:00,Twitter for iPad,27,39,wantedrobbery at cross bronx expwy bronx on pm individuals entered the location and displayed a firearm suspects removed and fled in a gray suvreward up to know who they arecall tips calls are confidential,wantedrobbery cross bronx expwy bronx individuals entered location displayed firearm suspects removed fled gray suvreward know arecall tips calls confidential,['Bronx'],Bronx,violent_crime,high
260,🚨WANTED🚨for Forcible Touching in the vicinity of East Tremont Avenue and Webster Avenue #easttremont #bronx  On 03/31/22 @ 4:45 PM Reward up to $3500 Seen her? Know who she is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/ubn1P9f7cf,1514905946622812166,272,2022-04-15 09:58:17+00:00,Twitter for iPad,29,24,wantedfor forcible touching in the vicinity of east tremont avenue and webster avenue easttremont bronx on pm reward up to seen her know who she is call tips or dm us calls are confidential yourcityyourcall,wantedfor forcible touching vicinity east tremont avenue webster avenue easttremont bronx reward seen know call tips calls confidential yourcityyourcall,['Bronx'],Bronx,other,unknown
